v1;v2
1;εχω το κινητο ακριβως ενα μηνα ειναι πραγματικα τελειο η μπαταρια με τη χρηση που του κανω κραταει 2 μερες οταν μου χαλασε το pc εμπαινα απο το κινητο αναγκαστικα ολη μερα εκει μπορω να πω οτι η μπαταρια αντεξε 1 μερα αλλα ηταν λογικο το συστηνω ανεπιφυλακτα και αν αλλαξετε στις αρχικες ρυθμισεις τη χωρα απο ελλαδα σε ινδια λειτουργει και το face control που εχουν και τα iphone και μιλαμε για κινητο της ταξης των 200€ οχι των 800 και 1000€
1;το miui γινεται ολο και καλυτερο οσα xiaomi εχω αγορασει δε με εχουν απογοητευσει ποτε για μενα το 6 pro ειναι ο ορισμος του vfm για τις αρχες του 2019
1;τελειο κινητο και πολυ οικονομικο οι φωτογραφιες πολυ καλες απο εμφανιση πολυ ωραιο και πολυ καλη ταχυτητα
1;οτι καλυτερο κατω των 200 ευρω δεν κολλαει εφαρμογες οπως το word excel κ τ λ σε γενικες γραμμες αριστο
1;εξαιρετικη συσκευη την πηρα για τη γυναικα μου ως αντικατασταση του Redmi Note 4 η διαφορες ειναι εμφανεις και στην ποιοτητα και στην ταχυτητα αξιζε με το παραπανω η αγορα
1;το κινητο ειναι παρα πολυ καλο με δυνατοτητες που εχουν αλλα κινητα πολυ ποιο ακριβα ειναι πανεμορφο με πολυ καλη αναλυση οθονης οποιος το σκεφτεται να το αγορασει δεν θελει σκεψη απλα πας και το παιρνεις με κλειστα ματια φωτογραφιες παρα πολυ καλες οπως και το βιντεο τα εχει ολα και συμφερει ενα μεγαλο μπραβο στην Xiaomi για ακομη μια φορα
1;οτι και να πω ειναι λιγο για το κινητο εχω μεινει κατενθουσιασμενος απο εδω και περα μονο xiaomi παει σφαιρα εχει τα παντα πρωην κατοχος apple δεν λεω οτι τα xiaomi ειναι καλυτερα απο τα apple αλλα μολις το πηρα καταλαβα οτι εκανα χαζομαρα τοσο καιρο που εδινα τοσα χρηματα απιστευτη μπαταρια σχετικα καλη καμερα μεγαλη μνημη και πολυ καλη υποστηριξη απο την μαμα εταιρια αξιζει χιλια τα εκατο δεν υπαρχει καμια περιπτωση να το μετανιωσετε
1;η καλυτερη επιλογη στα λεφτα του καμερα ποιοτικη μπαταρια τερας και σαν τηλεφωνο παει σφαιρα αξιζει μεχρι και τελευταιο ευρω 
1;γρηγορο GPS γρηγογο ιντερνετ δεν κολλαει πουθενα τα τηλεφωνηματα που κανω με ακουν καθαρα παντου ιντερνετ μεχρι και σε ασανσερ απειρος χωρος αποθηκευσης βιντεο εφαρμογες φωτογραφιες καμερα υπεροχη με καλο zoom 8 0x με καθαρες φωτογραφιες νυχτερινες ληψης καμερας καθαρες αισθητηρας αφης δεν εχω λογια υπεροχος οθονη τεραστια για video και ταινιες και για παιχνιδια επειδη δουλευω διανομεας ακουω μουσικη συνεχεια τελειος ο ηχος μπαταρια μπορω να πω τελεια υπεροχη ολη μερα ιντερνετ παιχνιδια βιντεο απο της 7:00 εως 21:00 και φτανει 54 της εκατο φορτιζει σε 1 15 ωρες το πολλη το μονο κακο που μπορω να πω για το κινητο οτι δεν εχει καλο ηχειο οταν σε καλουν και δεν ακουγεται ο ηχος το συνιστω ανεπιφυλακτα
1;τι να πω γι αυτο το κινητο τα εχουν πει οι προηγουμενοι αριστο σε ολσ το μονο που θα πω ειμαι για την μπαταρια τερας αυτονομιας το φορτιζω καθε 3 μερρς
1;αξιζει αρκετα σε σχεση με τα χρηματα που δινεις μπορω να πω οτι οι δυνατοτητες του ειναι υπερ αρκετες ειναι χαζο να δινει καποιον πολλα χρηματα ενω μπορει με λιγοτερα να βρει ενα κινητο γρηγορο ομορφο με τετοιες δυνατοτητες το συνιστω λοιπον αξιζει πολυ το εχω δυο μηνες και ειναι σφαιρα
1;το κινητο ειναι απαιχτο το εχω δυο μερες δεν εχετε να ζηλεψετε τιποτα απο τα πιο ακριβα κινητα ειναι φανταστικο τα κανει ολα αψογα επισης δεν θα βρειτε καλυτερο κινητο σε τετοια τιμη
1;μολις απεκτησα το κινητο και δεν μπορω να εχω και καποια αντικειμενικη αποψη οποτε αναμενω για update παντως το κινητο ειναι ταχυτατο με φοβερη αναλυση και απιστευτα χαρακτηριστικα για την αξια του
1;οτι καλυτερο για αυτα τα χρηματα χωρις πολλα λογια Xiaomi ποιοτητα πριν αρχισει να γκρινιαζει καποιος ας δει τι αλλο μπορει να παρει σε αυτα λεφτα συνισταται ανεπιφυλακτα
1;ως κατοχος του προιοντος 1ος μηνα εχω να πω πως ειμαι υπερ ευχαριστημενος το κινητο ειναι απλα πανεμορφο και τα χαρακτηριστικα φανταστικα βγαζει πολυ ικανοποιητικες φωτογραφιες και απο θεματα μπαταριας ειναι σκυλι το συνιστω ανεπιφυλακτα και πιστευω πως ειναι ιδανικη επιλογη για το κοστολογιο του 5 αστερια απο εμενα συγγνωμη για τυχον ορθογραφικα λαθη
1;το κινητο ειναι οτι καλυτερο κυκλοφορει σε αυτα τα λεφτα μετα απο 1 μηνα χρησης μπορω να πω πως ειναι αρκετα καλο η μπαταρια τελεια πχ εγω παιζω pubg και τετοια το κινητο με βγαζει μια μερα βαριας χρησης οθονη τελεια ηχειο μετριο γιατι στο τερμα χανει λιγο ποιοτητα καμερα μια χαρα και γενικα σαν κινητο ειναι πολυ καλο
1;τρομερο design απιστευτη αποδοση και αρκετη χωρητικοτητα 64Gb για να βλεπεις ταινιες και να ακους μουσικη οταν εισαι στο δρομο γρηγορο σε ολα του και δεν κολλαει πουθενα για τα χρηματα του ειναι απιστευτο κινητο το μονο αρνητικο που βρισκω ειναι το γεγονος οτι για να αλλαξεις καποιες ρυθμισεις θα πρεπει να το ψαξεις στο google για να το βρεις μιας και ειναι καπως δαιδαλωδες ουσιαστικα ειναι σαν μικρος υπολογιστης
1;δεν υπαρχει επιστροφη σε κατι αλλο υστερα απο την αγορα του καθε μερα μου επιβεβαιωνει οτι τα χρηματα που εδωσα δεν πηγανε χαμενα δεν υπαρχουν λογια για να περιγραψεις το πως ενα κινητο της ταξεως των 180 ευρω παταει στο λαιμο κινητα των 500 και των 600 ευρω αγοραστε το και δεν θα το μετανιωσετε ουτε για μια στιγμη
1;το κινητο ειναι vfm αξιοπρεπεστατο στα λεφτα που κοστιζει στιβαρο στο χερι δακτυλικο αποτυπωμα παει σφαιρα ωραια αναλυση οθονης πολυ καλη γωνια θεασης ωραιο μεγεθος οθονης ατελειωτη μπαταρια 4000 το notch το συνηθιζεις δεν κουραζει πολυ καλο ηχειο γρηγορη φορτιση ραδιοφωνο τερας με 175€ ελαχιστη τιμη το περνεις χωρις δευτερη σκεψη
1;αψογο κινητο δεν εχω λογια να το περιγραψω οτι και να πω θα ναι λιγο πραγματικα για αυτα τα λευτα μπορει να ανταγωνιστει ναυαρχιδες
1;τοπ ευχομαι να μην ανεβασει η xiaomi τις τιμες οπως η Huawei γιατι μετα θα την φαει η μαρμαγκα απο τα καλυτερα value for money τις χρονιας 1 33 δευτερολεπτα πιο αργο απο το Samsung j9
1;πρωτη φορα αγοραζω xiaomi μακραν κορυφαιο κινητο αξιζει τα λεφτα του το εχω σχεδον ενα μηνα δεν καταλαβαινει τιποτα δεν κολλαει φωτο κ βιντεο εξαιρετικα ιντερνετ πεταει ηχειο πολυ καλο αν κ δεν ακουω μουσικη κομψο τηλεφωνο το συστηνω ανεπιφυλακτα στην ιδια κατηγορια αλλες μαρκες κοστιζουν πολυ πιο ακριβα 
1;ειναι ενα αρκετα καλο κινητο και με αυτα τα χρηματα δεν νομιζω να υπαρχει καλυτερο μπορει να καλυψει οτι ζηταει καποιος σε ενα κινητο το πηρα πριν ενα μηνα και δεν κολλαει καθολου οι καμερες ειναι απιαστες και η οθονη με πολυ καλη αναλυση ειναι πολυ ομορφο εμφανισιακα και το ηχειο ειναι δυνατο δηλαδη οσο πρεπει να ειναι σε ενα καλο κινητο 
1;το καλυτερο κινητο εβερ κατω απο τα 200€ ακομα και κατω απο 250€ ειναι το καλυτερο ιδικα τωρα που θα βγει και το 7 με 150€ και θα εχει χαρακτηριστικα κινητου 400€ μονο xiaomi
1;πρωτη φορα xaomi και ειμαι εντυπωσιασμενος πολυ καλη μπαταρια με πολυ βαρια χρηση σε βγαζει ανετα μια μερα το GPS συγχρονιζει αμεσως πολυ καλη ποιοτητα συνομιλιας σε ανοιχτη ακροαση πολυ καλες φωτογραφιες και πολυ γρηγορο σε οτι εφαρμογες εχω χρησιμοποιησει για βιντεο δεν εχω αποψη ακομη 
1;το κινητο ειναι οτι καλυτερο αξιζει τα λεφτα του και με το παραπανω τετοια χαρακτηριστικα σε αλλες μαρκες π χ Samsung το κινητο θα εφτανε τα 400€ σιγουρα η αναλυση του ειναι τελεια οι καμερες τελειες στα παιχνιδια δεν κολλαει καθολου και αμα δεν κανεις full χρηση καθημερινα ξεχνας να το φορτισεις το ηχειο του ειναι πολυ δυνατο και καλο το μονο που με χαλασε ηταν λιγο το μπασο
1;Kατοχος xiaomi εδω και 4 χρονια το συγκεκριμενο κινητο επιβεβαιωνει τη φημη της εταιριας βασικο: μπαταριαρα με παιχνιδι ομιλια σερφαρισμα ολα αρκετα ανετα δυο μερες επισης δεν ανεβαζει καθολου θερμοκρασια βασικα δυσκολα βλεπω να αλλαζω μαρκα αξιοπιστα κινητα χωρις προβληματα με αντοχη στον χρονο γενικως τα εχει ολα και συμφερει προσφερει οσα θα επαιρνες με ενα κινητο των 400 ευρω
1;το κινητο τα σπαει το εχω μια εβδομαδα και με εχει ξετρελαινει για τα καλα ακομα και σε απαιτητικο παιχνιδι παει σφαιρα κραταει 9 με 10 ωρες παιχνιδιου και σε 1 ωρα και 5 λεπτα εχει φορτισει το ηχειο ειναι πολυ μεγαλο αλλα εχει ενα αρμονικο ειναι σε μερος που οταν γυρνας την οθονη το δαχτυλο πιανει ολο το ηχειο η καμερα ειναι αρκετα καλη η βασικη και η δυο οσον αφορα την selfie παρολο που δεν εχει φλας με την νυχτερινη λειτουργια βγαζει τελεια την φωτογραφια αλλα για ενα ατομο δυστυχως το δαχτυλικο αποτυπωμα ειναι πολυ γρηγορο και το τελευταιο και καλυτερο η αναλυση οθονης αρκετα καλη με ολα αυτα για την τιμη αυτο κινητο ειναι οτι καλυτερο
1;Value for money φοβερο κινητο 4 64 στα 185€ οτι καλυτερο καλο σε ολα δεν ειναι ναυαρχιδα αλλα αξιζει η αγορα του μπαταρια απροβληματιστη για 2 ημερες και ενα miui που παει σφαιρα
1;ειμαι κατοχος του κινητου αυτου εδω και δυο εβδομαδες εχω μεινει αναυδος απο τα παντα του αναλυση οθονης καταγραφη βιντεο μπαταρια ολα λειτουργουν αψογα ενα πολυ value for money το συνιστω ανεπιφυλακτα ευχομαι να σας εχει βοηθησει το σχολιο μου
1;απο τα καλυτερα κινητα στην κατηγορια του το εχω μια περιπου εβδομαδα μπορει και παραπανω και δεν περιμενα τετοια αποδοση ηχεια αρκετα δυνατο καμερα εξαιρετικη οθονη μια χαρα και ταχυτητα γρηγορη οσον αναφορα το gaming το κινητο δεν γωνατισε καθολου επαιξα pubg mortal Kombat x και αλλα βαρια και δεν κολλησε σχεδον καθολου η μπαταρια ικανοποιητικη βγαζει μια μερα με αρκετα βαρια χρηση με γρηγορη φορτιση
1;τερας για τα λεφτα του θα συμβουλευα να αγορασετε μια θηκη επειδη η πλατη του γλιστραει απο το χερι σχετικα ευκολα 
1;ειναι τελειο για τα χρηματα του ειναι πολυ γρηγορο στην χρηση δεν κολλαει καθολου η φωτογραφιες ειναι τελειες και η μνημη δεν τελειωνει ποτε η μπαταρια κραταει ανετα 2 μερες επισης το ηχειο ειναι πολυ δυνατο το συστηνω ανεπιφυλακτα
1;κριμα που εχει μονο 5 αστερια πρωην κατοχος redmi note 4x η Xiaomi συνεχιζει τη καταπληκτικη της πορεια στα midrange κινητα ειναι απλα καταπληκτικο το κινητο δεν εχει κανενα μειον μεχρι στιγμης 1 μηνα χρησης γρηγορο και δεν κολλαει πουθενα ο τι κι αν παιξεις η αληθεια ειναι πως με το notce ειχα προβληματιστει αλλα σε 2 μερες το συνηθισα
1;παρολο που ειναι μεγαλη σχετικα η οθονη του ειναι πολυ ανετο στο χερι ειδικα με τη θηκη που παρεχει η συσκευασια ειναι γρηγορο κινητο με δυνατο ηχειο και πολυ καλες φωτογραφιες φορτιζει σε 1μιση περιπου ωρα και η μπαταρια του κραταει 2 μερες με νορμαλ χρηση το μονο ισως μειονεκτημα ειναι η γραμμη ειδοποιησεων που πρεπει να την κατεβασω απο πανω για να δω αν εχω μηνυμα κατα τ αλλα αξιζει τα λεφτα του
1;το κινητο αξιζει τα λεφτα του βγαζει τις καλυτερες φωτογραφιες και video η οθονη εχει τελεια αναλυση και επισης δεν θα σας κολλαει ουτε μια στο εκατομμυριο επισης την κανει την δουλεια του οπως πρεπει και οπως θελω εγω τα 170€ δεν πανε καθολου χαμενα η Xiaomi και η Huawei ειναι η καλυτερες μαρκες λιγο καλυτερη η Xiaomi παντως το κινητο με εχει τρελανει η μπαταρια του ειναι τελεια και αντεχει απο τις 10 το πρωι περιπου μεχρι τις 10 το βραδυ εχει επισης πολυ καλη αναλυση μπραβο ακομα μια φορα στην Xiaomi
1;μολις το πηρα εχω καταενθουσιαστει ειναι απιστευτο κινητο παρα πολυ γρηγορο εχει αρκετα καλη καμερα αρκετα καλο ηχειο και πολυ ομορφο design και χωρητικοτητα ατελειωτη στα 64gb
1;κατοχος του 4x με media tek και 4 ram επεξεργαστη υπαρχουν διαφορες αλλα οχι τπτ υοαυο πολυ δυνατο η καμερα πολυ καλη ακομα και νυχτα μονο το ηχειο δεν μ αρεσε το 4χ ζεσταινοταν παρα πολυ σε σημειο να μ ανοιξει η συσκευη κατα τα αλλα σφαιρα παει ακομα
1;με τιμη κατω απο 300 ευρω δεν υπαρχει τιποτα καλυτερο πραγματικα τα σπαει δεν μου εχει κολλησει καθολου και παει σφαιρα στο ιντερνετ
1;το κινητο δεν πιανεται απλα να σας πω οτι ημουν κατοχος Samsung s8 plus το οποιο εσπασε η οθονη και αναγκαστηκα να το αλλαξω ειναι πολυ πιο γρηγορο απο το s8 καλυτερες φωτο απο το s8 πολλες περισσοτερες εφαρμογες απο το s8 οπως ραδιοφωνο κτλπ και φανταστειτε οτι το s8 εγω το πηρα 600 € και το p6 190 € με τα μεταφορικα η κριση δικη σας
1;αγορασμενο σημερα η Xiaomi παλι εχει κανει τα μαγικα της κινητο υπεροχο για productivity με μια υπεροχη οθονη και καμερες εξαιρετικα καλη μπαταρια που κραταει τρεχει pubg και asphalt 9 αψεγαδιαστα και εχει παρα πολυ optimized UI δεν ερχεται με MIUI 10 out of the box αλλα εχεις κατευθειαν ενημερωση με το που πας να ελεγξεις για updates το τσιμπησα 195€ και ειναι γενικα θεωρω ενα απο τα πιο vfm κινητα που υπαρχουν εξω στην αγορα αυτη τη στιγμη θα επανελθω με πιο εκτεταμενη αξιολογηση οταν εχω μια ολοκληρωμενη εικονα του κινητου
1;δεν εχω λογια για το κινητο κοστιζει οσο μια middle range ναυαρχιδα αλλα εχει αποδοσεις high range ναυαρχιδας δεν εχω λογια για την καμερα και για το ηχειο μπαταρια αξιοπρεπες για τις ιντσες και την αναλυση της οθονης δεν εχω να πω τιποτα αλλο για αυτη την συσκευη συγχαρητηρια για μια ακομη φορα στην Xiaomi
1;το εχω ενα μηνα ειμαι υπερ ευχαριστημενος τα κανει ολα αστραπιαια επισης η καμερα του ιδικα η selfie δεν εχω δει καλυτερη οσο για την πισω τραβαει αξιοπρεπεις φωτογραφιες το μονο παραπονο που εχω ειναι οτι δεν εχει 60fps video που πιστευω στην πορεια θα ερθει αναβαθμιση και γι αυτο οσο για την οθονη απλα υπεροχη
1;το κινητο ειναι απιστευτο δεν κολλαει πουθενα και δεν εχει κανενα θεμα το αγορασα 195€ και νταξει σε αυτα τα λεφτα δεν βρισκεις ουτε Samsung ουτε κατι αλλο ισαξιο αυτου του τηλεφωνου το προτεινω σε ολους
1;κατοχος του κινητου μια εβδομαδας διεκρινα οτι το κινητο αξιζει και το τελευταιο ευρω εχει πολυ καλα specs και τιμη ταυτοχρονα αυτο μ εντυπωσιασε περισσοτερο στο κινητο ειναι τα notes και η καμερα κυριως που εχει πολυ καλη αναλυση και συγκρινεται με κινητα μεγαλων ναυαρχιδων 
1;απιστευτο οποιος μπορει να το παρει δεν υπαρχει και το καλυτερο κινητο που εχω ακουμπησει και εχω δουλεψει
1;πολυ καλο κινητο και οικονομικο για τις λειτουργιες του το προτεινω το μονο αρνητικο που εχει για εμενα ειναι πως δεν παρεχει ακουστικα αλλα ειναι συν οτι παρεχει θηκη στην συσκευη
1;κορυφη απλα για 164 ευρω με τετοια χαρακτηριστικα δεν υπαρχει δεν εχει να ζηλεψει κατι απο πολυ πιο ακριβα κινητα
1;αν δεν μπορεις να διαθεσεις χιλιαρικα για ναυαρχιδες η xiaomi ειναι μονοδρομος θεωρω πεταμενα λεφτα οποιασδηποτε αλλης αγορας σειρας J samsung πχ καλα αυτοι με το μηλο εχουν ξεφυγει πουλανε υπερβολικα υπερτιμημενα κινητα σε τιμες νεφρου το συγκεκριμενο κινητο το δουλευω σχεδον τρεις βδομαδες τα κανει ολα παρα πολυ καλα οχι αριστα γιαυτο αλλωστε το πληρωνεις 165 ευρω αλλα αξιοπρεπεστατα και τις καλες φωτογραφιες του βγαζει μερα νυχτα και τα παιχνιδακια του θα παιξει απροβληματιστα και στο ιντερνετ και στα σοσιαλ θα σερφαρεις σφαιρατα δυνατο του κομματι η αυτονομια 2 μερουλες με νορμαλ χρηση τις εχει ευκολα προσεγμενο ντιζαιν και βασικο υποστηριξη ατην xiaomi οσοι λιγοι ακομα φοβαστε την xiaomi μπορειτε να πληρωσετε διπλα και τριπλα λεφτα για τηλεφωνο ιδιων και μπορει χειροτερων χαρακτηριστικων οι υπολοιποι πλεον ξερουν θα επανελθω με εντυπωσεις στο μελλον
1;ειναι το πρωτο κινητο της Xiaomi που αγοραζω ειναι αψογο σε ολα του καμερα ταχυτητα γρηγορο δεν κολλαει πουθενα το εχω 2 μηνες το λιωνω ολη την μερα και η μπαταρια του τελειωνει το βραδυ απιστευτη μπαταρια αμα δεν το δουλευεις ετσι οπως το δουλευω εγω θα σου παει τρεις μερες το λιγοτερο ειναι τα καλυτερα 170 ευρω που δε δαπανησα για κινητο
1;πολυ δυνατο κινητο το προτεινω το εχω ενα μηνα και ειναι πολυ καλο ειδικα εαν θες να παιξεις pubg η mobile legends
1;μπορει να το εχω ενα μηνα αλλα με ικανοποιει απολυτα σαν κινητο πολυ καλη ποιοτητα στα βιντεο καλη μπαταρια πολυ ωραια και καθαρη καμερα και καλα ηχεια
1;το κινητο πεταει το εχω περιπου μια βδομαδα και μου εχει κανει φοβερη εντυπωση ειναι παρα πολυ καλο για την τιμη του και ειναι φανταστικο η καμερα του κινητου ειναι παρα πολυ καλη και το ηχειο εχει καταπληκτικο μπασο μπορεις να το χρησιμοποιησεις για να παιζεις παιχνιδια με πολυ ομορφα και ρεαλιστικα γραφικα οπως PUBG MOBILE FREE FIRE και πολλα αλλα οχι FORTNITE ο αποθηκευτικος του χωρος ειναι πολυ μεγαλος για να κατεβασεις οτιδηποτε θες το συνιστω ανεπιφυλακτα
1;κατοχος 10 ημερων για 200€ κινητο εχει απιστευτη εξελιξη π χ απο το Xiaomi Redmi Note 4 που και αυτο περσι εκανε 200€ μπαταρια σκυλι ακομη και χωρις εξοικονομηση μου βγαζει 2 μερες το notch συνηθιζεται ευκολα αλλα για οσους δε θελουν υπαρχει δυνατοτητα απενεργοποιησης αν θελετε videαρες να δωσετε 100 200€ κατα τη γνωμη μου ειναι πολυ καλο ο επεξεργαστης ειναι αξιοπρεπεστατος οπως και οι καμερες του τοσο πισω οσο και μπροστα το μονο αρνητικο που θα αφησω ειναι το ηχειο του που οταν το βαζεις πολυ δυνατα ακουγεται μπουκωμενο
1;χρηστης του κινητου εδω και μια εβδομαδα το μονο που εχω να παρατηρησω ειναι οτι καποιες φορες δεν συγχρονιζεται με το δικτυο του Wi Fi που ειναι συνδεδεμενο τα υπολοιπα χαρακτηριστικα και λειτουργιες ειναι εξαιρετικα και αποτελει σιγουρα μια πολυ καλη επιλογη για κατω απο 200 ευρω η μπαταρια ανθεκτικη και οι επιδοσεις του σε οτι κι αν χρειαστει ο χρηστης ειναι ταχυτατες πολυ καλη κι εντυπωσιακη οθονη
1;το καλυτερο VFM κινητο αυτη την περιοδο πολυβολα οθονη με ωραια ζωντανα χρωματα καμερες δεν εχω λογια απλα ειδικα η selfie του κατοχος 2 ημερων αξιζει μεχρι κ το τελευταιο ευρω
1;το κινητο ειναι αψογο και στις φωτογραφιες και στα βιντεο ειναι ταχυτατο και δεν κολλαει καθολου 
1;κατοχος του τηλεφωνου 2 βδομαδες κοστος αγορας 200 ευρω για μενα απιστευτη οθονη απιστευτα χρησιμες λειτουργιες ρυθμισεις για την καταναλωση μπαταριας το μεγεθος που ακριβως ηθελα ειναι κομψο και στιβαρο παραλληλα που σου προσφερει σιγουρια η καμερα του αξιοπρεπεστατη εως αρκετα καλη μπαταρια αστο με ανοιχτα δεδομενα μονιμα και φωτεινοτητα 100 μετα απο 54 ωρες ηταν ακομα στο 24 μπαταρια
1;ηρθε πολυ γρηγορα ειναι απλα τελειο επαναφορα των εφαρμογων 36 κατω απο 30 λεπτα μαζι με το Google drive
1;το εχω περιπου μια εβδομαδα υπερ αξιζει τα λεφτα του κινηταρα τρεχει απροβληματιστο η μπαταρια ειναι θηριακι δεν εχω να πω κανενα αρνητικο
1;αψογο σε ολα πραγματικα value for money ειδικα για multitasking βιντεο ταινιες η μπαταρια σκυλι βγαζει 2 μερες οι καμερες καλες ακομα και σε χαμηλο φωτισμο δε υπαρχει κατι καλυτερο στη κατηγορια του
1;πολυ καλο το 6 pro στα ατου του η φοβερη οθονη γρηγορο ιδανικο μεγεθος το φορτωσα εφαρμογες και πεταει δεν εχει την ποιοτητα της apple αλλα οτι πληρωνεις παιρνεις το συνιστω ανεπιφυλακτα
1;για τα λεφτα του μεχρι 200 καλυτερο ολων νομιζω μεχρι κ απο πολυ πιο ακριβα κινητα θα μπορουσε να ειναι καλυτερο σε χρωματα οθονης ηχειο σκρολ καμερα μετρια σε σχεση με τα νουμερα αλλα οκ κ τελοσ ενα τιπ για να σας ενθουσιασει βαζεις σαν χωρα ινδια οχι γλωσσα για να ειναι ολα ειναι οπως ηταν κ να μην αλλαξει γλωσσα κ μενου στα προγραμματα κατι εκτος απο 2 3 προγραμματα που κατεβαζει αλλα δεν τρεχει κατι απλα σβηστε τα κ ενεργοποιεις το κρυφο μενου στο ξεκλειδωμα οθονης φεις ID το οποιο δουλευει αρκετα καλα ακομα και με χαμηλο φωτισμο δοκιμαστε το κ θα το ευχαριστηθειτε
1;το κινητο ειναι τελειο σε ολες τις λειτουργιες του δεν εχω λογια βεβαια ειναι πρωτη φορα π αγοραζω ενα καλο κινητο και οχι καποιο μετριων αποδοσεων εχω το κινητο πανω κατω εναμιση μηνα και πιστευω πως εχω μια αρκετα καλη αποψη για το τηλεφωνο η μπαταρια του κραταει μια μερα βαριας χρησης η καμερα αρκετα καλη τοσο την μερα οσο και το βραδυ αλλα το βιντεο λιγο τα χαλαει την νυχτα παρολα αυτα αρκετα καλο ολα τα υπολοιπα ειναι αψογα χρωματα αναλυση μουσικη browsing κοκ
1;λογω του οτι ασχολουμαι με τα κινητα και πιο πολυ με τις ναυαρχιδες εχω να πω τα εξης θετικα και αρνητικα για αυτο το κινητο θετικο την μπαταρια του ειναι καλη ο επεξεργαστης του ανταποκρινεται μια χαρα και αμεσα σε οτι του ζητησεις σε λογικα πλαισια και λογικο χρονο δεν ειναι Snapdragon 845 ουτε 835 οποτε μια χαρα ειναι η φωτογραφια του την ημερα ειναι παρα πολυ καλη το βραδυ ειναι μετρια αλλα δεν θα σε απογοητευσει θα καταφερει να βγαλει αυτο που θες να φωτογραφισεις το bokeh effect το κανει πολυ καλα το βιντεο του τραβαει μεχρι 1080p η αναλυση ειναι καλουτσικη αλλα με μια open camera μπορεις να τραβηξεις 4κ βιντεο το βραδυ το βιντεο μετριο αλλα ολα αυτα γινονται σε συγκριση με τις ναυαρχιδες οποτε για την τιμη του τα παει απιστευτα καλα μεγαλο θετικο οτι παιρνει καρτα μνημης micro SD εχει audio Jack και ραδιοφωνο fm κινητα τρεις και τεσσερις φορες πιο ακριβα δεν τα παρεχουν αυτα οσον αφορα τα παιχνιδια το PUBG το παιζει στα low γραφικα εχει μερικα κολληματα στα frame γενικα αλλα πιο ελαφρια παιχνιδακια τα παιζεις ανετα οσο αναφορα το fortnite δεν ειναι συμβατο και δεν το παιζει ουτε αν κατεβασετε ξεχωριστα το apk η μπαταρια για να φορτισει κανει δυο ωρες και κατι αλλα αυτο το αλλαζεις αμα αγορασεις quick charge 3 φορτιστη και micro USB καλωδιο γιατι αυτο που εχει στη συσκευασια ειναι o απλos στα αρνητικα τωρα 1 η οθονη η αναλυση της ειναι πολυ καλη τα χρωματα της ειναι πολυ καλα αλλα η φωτεινοτητα ειναι χαμηλη σε συννεφια και με το ζορι μπορουσα να διακρινω την οθονη με full φωτεινοτητα φανταστειτε καλοκαιρι με 40 βαθμους η καμερα οπως ειπα το βραδυ ειναι μετρια ο φορτιστης που ερχεται που ειναι ο απλος και γενικα που δεν εχεi quick charge 4 και εχει μονο quick charge 3 και το σημαντικοτερο η θηκη που ερχεται μαζι με το κινητο δεν προστατευει καθολου την πισω καμερα που προεξεχει απο το κινητο και δημιουργουνται πανευκολα γρατζουνιες και χτυπηματα εγω το προσεχω τοσο πολυ και ηδη μου εχει κανει ενα βαθουλωμα στην καμερα καλο ειναι να αγορασετε μια θηκη που να εχει υπερυψωμενο το πλαστικο της θηκης για να μην βρισκει καμερα και ακουμπαει κατω οσον αφορα τωρα να το παρω να μην το παρω στα λεφτα που βρισκεται 180 ευρω με 64GB και 4gb RAM απλα παρτε το με κλειστα ματια επωνυμες εταιρειες μαζι και η huawei που εχει δει τον αμανε ψηλα ζητανε τα διπλασια για να σου προσφερουν αυτα που προσφερει το xiaomi οποτε για τα λεφτα του το κινητο ειναι τελειο για αυτο και τα πεντε αστερια γιατι παντα μιλαμε για τα λεφτα του και σε συγκριση με ναυαρχιδες εγινε συγκριση σας ευχαριστω πολυ ελπιζω να μη σας κουρασα αλλα σας εκανα μια αξιολογηση απο την εμπειρια μου
1;το κινητο τα σπαει παει σφαιρα εχει καλη φωτογραφικη μηχανη και δεν κολλαει στην τιμη αυτη δεν εχει αντιπαλο μονο το mia2 που εχει λιγο καλυτερη καμερα και επεξεργαστη αλλα λιγη μπαταρια και απουσια 3 5jack παρτε το με κλειστα τα ματια
1;εξαιρετικο κινητο για τα χρηματα που κοστιζει μπαταρια με εξαιρετικη αυτονομια πολυ γρηγορο δεν κολλαει πουθενα και τα γραφω αυτα με πρωην κινητο huawei p10 αν κοστιζε ακριβοτερα παλι θα το αγοραζα το μονο που δεν μου αρεσει ειναι το ηχειο του καθως ακουγεται καπως μπουκωμενο κατα τ αλλα οτι καλυτερο σε αυτα τα χρηματα
1;το κινητο μεχρι στιγμης το εχω 2 μερες ειναι απιστευτο ειναι οικονομικο δεν κολλαει τα σχετικα αλλα θα δουμε και στην συνεχεια
1;απιστευτο για τα λεφτα του ενα ελαττωμα σιγουρα ειναι η κεραια του wifi εκει που ειναι φουλ κουνας το κινητο 2 εκατοστα και χανεται το σημα του wifi αλλα σιγουρα αν το λειτουργεις με δεδομενα δεν τι καταλαβαινεις λογω οτι πιανει παντου 4g εκει που αλλα κινητα παλευουν για ενα σταθερο η
